"IDPESSOA","NOME","IDFORCLI"
9,"FORNECEDORA MAQUINAS E EQUIPAMENTOSA",1469
9,"FRAGOLE AGENCIA DE VIAGENS",1470
9,"MAXTOUR OPERADORA DE TURISMO",1471
9,"FRANKLIN ELECTRIC INDUSTRIA DE MOTOBOMBAS S/A",1472
9,"MAXXI AGENCIA DE VIAGENS E TURISMO",1473
9,"FRANZEN IMPORTACAO EXPORTACAO E COMERCIO",1474
9,"MBR AGENCIA DE VIAGENS E TURISMO",1475
9,"FRIGORIFICO DUBEEF",1476
9,"METALURGICA MAGALHAES COMERC. E INDUSTRIA",1477
9,"MK TRAVEL VIAGENS E TURISMO",1478
9,"FUMAGALI DESENVO DE PROJETOS E EVENTOS  S/C LTDA",1479
9,"MONTREAL TURISMO",1480
9,"MOOVE VIAGENS E TURISMO",1481
9,"FUNDACAO CULTURAL D MANOEL PEDRO CUNHA CINTRA",1482
9,"FUNDACAO DE ESTUDO E PESQUISAS AQUATICAS",1483
9,"FUNDO MUNI DE SAUDE DE TEIXEIRA DE FREITAS",1484
9,"FUTURE VISION TRAVEL AGENCIA DE VIAGENS",1485
9,"MORAISTUR AGENCIA DE TURISMO",1500
9,"MOSAICO VIAGENS E TURISMO LTDA.",1501
9,"MUNDIALE VIAGENS E TURISMO",1502
9,"MW TURISMO",1503
9,"G.M.M. DE AZEVEDO SERVICOS OPERACIONAIS",1504
9,"NAVEGAR TURISMO E PASSAGENS",1505
9,"NC TURISMO",1506
9,"G7 OPERADORA DE VIAGENS E TURISMO",1507
9,"NTA - NOVAS TECNICAS DE ASFALTOS",1508
9,"GABRIEL MAGUID HADD-ME /WITTUR TURISMO",1509
9,"GAM2 EMPREDIMENTOS",1510
9,"GALVAO REPRESENTACOES",1511
9,"OCEANAIR TAXI AEREO - SAO PAULO/SP",1512
9,"OCEANAIR TAXI AEREO - RIO DE JANEIRO/RJ",1513
9,"GAMBRO DO BRASIL",1514
9,"GANDINI VIAGENS E TURISMO",1515
9,"ODEBRECHT SERVICOS DE ENGENHARIA E CONSTRUCAO - BOTAFOGO/RJ",1516
9,"OMINI SISTEMAS ESPECIAIS CONTRA INCENDIO",1517
9,"ORITUR AGENCIA DE VIAGENS E TURISMO",1518
9,"GENERAL WEST COMERCIO E MANUTENCAO INDL",1519
9,"GEOSERV PESQUISA GEOLOGICAS",1520
9,"GER SEGURANCA E TECNOLOGIA",1521
9,"PORTO VEICULOS - PORTO VELHO/RO",1522
9,"GIOVANA B GALORO TURISMO",1523
9,"GIRAMUNDO AGENCIA DE VIAGENS E TURISMO",1524
9,"PORTO VELHO - RIO BRANCO/AC",1525
9,"GIRAMUNDO VIAGENS E TURISMO",1526
9,"PRETEXTO COMUNICACAO",1527
9,"QSE GERENCIAMENTO E FISCALIZACAO DE OBRAS",1528
9,"GIULLIANA LUCCIOLA TOLEDO",1529
9,"GLOBAL SALES FORCE VIAGENS EVENTOS REP",1530
9,"GLOBAL EMPREDIMENTOS TUISTICOS",1531
9,"REDETV - RONDONIA",1532
9,"GLPICCOLO INDUSTRIA E COMERCIO",1533
9,"GOLDEN PAULISTANA EVENTOS E FLATS",1534
9,"REDYAR OTM TRANSPORTES",1535
9,"GREEN & GREEN AGENCIA E TURISMO",1536
9,"GRIFFIN MARINE TRAVEL BRASIL",1537
9,"REOBOTE SERVICOS EVENTOS E TURISMO",1538
9,"JOTAN TAXI AEREO",1539
9,"KHS INDUSTRIA DE MAQUINAS",1540
9,"RIO LINHAS AEREAS",1541
9,"ROSSETTI EQUIPAMENTOS RODOVIARIOS - BETIM/MG",1545
9,"KLINK BRASIL HOTEIS OPERADORA &  EVENTOS",1546
9,"GRUPO EBAPI",1547
9,"RS CONSTRUCOES",1548
9,"HABTEC ENGENHARIA SANITARIA E AMBIENTAL",1549
9,"S. VIANNA VIAGENS E TURISMO",1550
9,"SANTO ANTONIO ENERGIA - PORTO VELHO",1551
9,"HELICONIA AMAZONIA TURISMO",1552
9,"HF ENGENHARIA E EMPREENDIMENTOS",1553
9,"HIGH TRIP AGENCIA DE VIAGENS E TURISMO",1554
9,"HOTELARIA ACCOR BRASIL LTDA",1555
9,"IATE HOTEIS E TURISMO",1556
9,"IEC INSTALACOES E ENGENHARIA DE CORROSAO",1557
9,"IMUNOTECH SISTEMAS DIAGNOSTICOS IMP E EXP",1560
9,"INDUSTRIA NAVAL CO CEARA",1561
9,"INDUSTRIA METALURGICA",1562
9,"INOVATIVE AGENCIA DE VIAGENS TURISMO PASSAGENS",1563
9,"INSTITUTO DE PÓS GRADUACAO",1564
9,"INSTITUTO  INTERNACIONAL DE EDUCACAO DO BRASIL",1565
9,"INSTITUTO SOCIO AMBIENTAL",1567
9,"INTECH BOATING COMERCIO DE EMBARCACOES",1568
9,"SAO PAULO TRIBUNAL DE JUSTICA",1569
9,"SC TRANSPORTE E CONSTRUCOES",1570
9,"INTERTURISMO VIAGENS E TURISMO",1571
9,"SH FORMAS ANDAIMES E ESCORAMENTOS",1572
9,"SIND. TRABALHADORES NAS INDUSTRIAS URBANAS DE RONDONIA",1574
9,"SINDICATO DOS CORRETORES DE SEGUROS NO EST. DE RONDONIA",1575
9,"IRMAOS AYRES S/A CONSTRUCOES IND E COMERCIO",1579
9,"SOCIEDADE BRASIELEIRA DE UROLOGIA",1580
9,"KOCK AUTOMACAO",1581
9,"SOLARES TURISMO",1582
9,"ITALINEA INDUSTRIA DE MOVEIS",1584
9,"PANAMERICANO.COM PRODUTOS E SERVICOS",1585
9,"ITAMARATY VIAGENS E TURISMO",1586
9,"PARA ALUGUEL DE MAQUINAS",1587
9,"STELLTOUR",1588
9,"ITAPEMERIM TURISMO AGENCIA DE TURISMO E DESPA",1589
9,"TRAVEL OPERADORA",1592
9,"ITAPUI BARBALHENSE IND DE CIMENTO S/A",1593
9,"ITS VIAGENS E TURISMO",1594
9,"TODESCHINI S/A",1595
9,"J.F.O COMERCIO E SERVICOS INFORMATICA",1596
9,"TREND FAIRS OPERADORA DE VIAGENS PROFISS. LTDA",1597
9,"TRIP LINHAS AEREAS - FILIAL",1598
9,"TRIPSUL TURISMO",1599
9,"J.P  MARTINS AVIACAO",1600
9,"V3 PRODUCOES E EVENTOS",1601
9,"VIA AMAZONIA SERVICOS E COMERCIO",1602
9,"VIA TURISMO",1603
9,"VIGA NETSTORE LTDA.",1604
9,"VISION OPERADORA TURISTICA",1605
9,"JRD TURISMO",1606
9,"VOAR BEM",1607
9,"VOTORANTIM CIMENTOS",1608
9,"VOTORANTIM PARTICIPACOES",1609
9,"J/B SISTEMA DE VIAGENS E EVENTOS",1611
9,"NAO USAR MAIS ESSE CADASTRO",1613
9,"WEST OPERADORA DE TURISMO",1614
9,"YAMAHA MOTOR DA AMAZONIA",1615
9,"YATARO TURISMO",1617
9,"ZABA EQUIPAMENTOS INDUSTRIAIS",1618
9,"ZE HENRIQUE E GABRIEL E PRODUCOES ARTISTICAS",1621
9,"PARADISE TURISMO E PASSAGENS",1623
9,"PARAGON AGENCIA DE VIAGENS E TURISMO",1624
9,"PAREX BRASIL IND.E COMERCIO DE ARGAMASSAS",1627
9,"PB&C VIAGENS E TURISMO",1628
9,"PEGA EVENTOS E TURISMO",1630
9,"PESQUEIRA MAGUARY",1633
9,"PHE INDUSTRIA E COMERCIO DE EQUIPAMENTOS",1634
9,"PLANALTO OPERADORA DE TURISMO",1639
9,"PLANNING TOURS VIAGENS",1640
9,"JAPH- SERVICOS ANALITICOS",1641
9,"JDA TURISMO",1643
9,"JHL AGENCIA DE VIAGENS E TURISMO",1644
9,"NAVSOFT CONSULTORIA E SERVICOS",1645
9,"NEW WAY VIAGENS E TURISMO",1650
9,"NM VIAGENS",1653
9,"NOVAJVA PROJETOS E MONTAGENS",1654
9,"NOVO MUNDO CAMBIO E TURISMO",1655
9,"NTC DE TECNOL.E CONHECIMENTO EM INFO",1658
9,"NVT AGENCIA DE VIAGENS E TURISMO",1659
9,"OFFIMAR REPAROS IND DE USINAGEM DE CAMPO",1660
9,"OIKO PESUISA APLIACADA",1664
9,"OPTOLENTES LENTES DE CONTATO LTDA",1665
9,"ORINTER TOUR OPERATOR",1666
9,"OTNI TRANSPORTES E SERVICOS",1667
9,"PKK CALCADOS",1668
9,"PLUS AGENCIA E TURISMO",1669
9,"PMR TAXI AEREO E MANUTENCAO AERONAUTICA S/A",1670
9,"PONTEC ENGENHARIA E COMERCIO LTDA",1671
9,"PONTEC ENGENHARIA E COMERCIO",1672
9,"POWER WORKS SERVICOS EM ELETRICIDADE",1673
9,"PREMIUM AGENCIA DE VIAGENS E TURISMO",1674
9,"PRISMATUR VIAGENS E TURISMO",1675
9,"PROPISCINAS PRODUTOS PARA PISCINAS",1676
9,"PUBLICA CONSULTORIA E DESENVOLVIMENTO PROFISSIONAL",1677
9,"QUANTA BRASIL IMPORTACAO E EXPORTACAO",1678
9,"R & V FERREIRA ECOLOGIA E TURISMO",1680
9,"R V TURISMO",1681
9,"QUEEN BEE TURISMO E EVENTOS",1682
9,"R FRIEDRICH DE CAMPOS- VIAGENS E TURISMO",1683
9,"RANUR AGENCIAMENTO DE CARGAS E TRANSP",1684
9,"RAPHAELLI VIAGENS  E TURISMO",1686
9,"RAVIC PASSAGENS E TURISMO",1687
9,"REALEZA INFORMATICA",1688
9,"REBRAS REBOCADORES DO BRASIL",1689
9,"REJANE ENTRINGER LOPES",1690
9,"RESERVANDO TURISMO",1692
9,"RIO ANIL VIAGENS E TURISMO",1693
9,"TRAVEL SERVICE",1694
9,"RUMOS NOVOS AGENCIA DE VIAGENS",1695
9,"SABINO DE OLIVEIRA COMERCIO DE NAVEGACAO",1696
9,"SAO MATEUS FRIGORIFICO INDUSTRIAL",1697
9,"SC AGENCIA DE VIAGENS",1700
9,"SEFAR TENYL TECIDOS TECNICOS",1703
9,"SECRETARIA DE EDUCACAO DO PARA",1704
9,"SENIOR NAVEGACAO",1707
9,"SENIOR TAXI AEREO EXECUTIVO",1708
9,"SID-NYL INDUSTRIA E COMERCIO",1709
9,"SERVI- SAN VIGILANCIA E TRANSP.DE VALORES",1710
9,"SIDENORTE SIDERURGIA",1711
9,"SIGMATRONIC TECNOLOGIA APLICADA",1712
9,"SKILL COMPUTER SERVICES",1713
9,"WS VIAGENS",1714
9,"WT AGENCIA DE VIAGENS E TURISMO",1715
9,"XPRO SISTEMA",1716
9,"Y YAMADA SA COMERCIO E INDUSTRIA",1717
9,"SNACKS PRODUTOS ALIMENTICIOS",1718
9,"SOCIEDADE CIVIL MAMIRAUA",1719
9,"SOCIEDADE EDUCACIONAL UBERABENSE",1720
9,"SOLIDA VIAGENS",1721
9,"SOLSIL AGENCIA DE VIAGENS E TURISMO",1722
9,"SPEEDY TOUR OPERADORA DE VIAGENS E TURISMO",1723
9,"SPM ENGENHARIA S/S",1724
9,"SPRINNTUR VIAGENS REPRESENTACOES E TURISMO",1725
9,"STORTI E FERREIRA",1726
9,"LEO MADEIRAS E MUITO MAIS",1749
9,"EBD",1759
9,"SOL INFORMATICA",1767
9,"CELPA REDE ENERGIA",1773
9,"SUNMEDCARE COMERCIO DE PRODUTOD HOSPITALARES",1794
9,"SUPER GIRO COMERCIAL",1796
9,"SUPERSONIC LOGISTICA E TRANSPORTE",1800
9,"TAGGART GLOBAL DO BRASIL",1802
9,"TALENTO CORPORATIVO VIAGENS E TURISMO",1804
9,"TARCISO JOSE VASCONCELOS DE MELO",1806
9,"TECNOLITE CONSTRUCOES E MONTAGENS",1807
9,"TELEDATA INFORMACOES E TECNOLOGIA",1814
9,"TERRA E MAR VIAGENS E TURISMO",1821
9,"COLINA DISTRIBUIDORA",1827
9,"CARLSON WAGONLIT TRAVEL RED BULL",1915
9,"TAKS TOUR OPERADORA",1916
9,"TERRA BRASIL TUR",1918
9,"J.DEGRAF VIAGENS E TURISMO",1920
9,"MARINGA TURISMO LTDA",1924
9,"STELLA BARROS TURISMO - BARUERI/ ALPHAVILLE & CENTRO",1926
9,"TERRA BRASILIS",1928
9,"7EVENTOS",1930
9,"MTEC INDUSTRIAL",1931
9,"BBTUR - AMANCO DO BRASIL/JOINVILLE/SC",1932
9,"ORIENTER REPRESENTACOES VIAGENS",1933
9,"POLIFRIO",1934
9,"BBTUR VIAGENS / AEROPORTO RECIFE",1942
9,"CONEXAO TURISMO",1948
9,"COSTA BRAVA TURISMO / MATRIZ.",1950
9,"VIVAT VIE TURISMO",1954
9,"CORDIAL TURISMO",1958
9,"HOTEIS VILA RICA LTDA ANTIGO",1
9,"BBTUR -LJ VITORIA",1961
9,"EUROPLAN VIAGENS E TURISMO",1963
9,"M.R.C. VIAGENS E TURISMO LTDA. - ME",1969
9,"BR AFORA TURISMO",2043
9,"JOHNSONTOUR",2050
9,"TINTAS CORAL",2064
9,"TOP TOUR TURISMO",2071
9,"TOUR HOUSE TURISMO / CPM BRAXIS",2072
9,"TRANSPORTADORA TRANSCIDADE LTDA CIDADE LIMPA",2073
9,"TAM EXPRESS",2328
9,"CHEQUE",2420
9,"DINHEIRO",2421
9,"CARTAO AMEX NACIONAL",582
9,"CARTAO HIPERCARD",583
9,"CARTAO MASTERCARD CREDITO",584
9,"CARTAO MASTERCARD DEBITO",585
9,"CARTAO VISA CREDITO",580
9,"CARTAO VISA DEBITO",581
9,"CTH VILA RICA BELEM",2
9,"F SERSON HOTEIS",3
9,"CLIENTE PARTICULAR",2460
9,"INTERNET",2461
9,"SABRE",2462
9,"GLOBAL TURISMO",2590
9,"TESTE",2591
9,"MONREAL AGENCIA DE TURISMO LTDA",2593
9,"CVC BRASIL OPERADORA E AGENCIA DE VIAGENS S.A",2594
9,"VIA MUNDO VIAGENS",2622
9,"INTELBRAS S/A IND DE TELECOM ELETRÔNICA BRAS.",2623
9,"ATLANTA EMP DE TUR E VIAG ESP",2624
9,"B2P ASS EMP GEST PROG S E Q VIDA",2625
9,"CENTRO DE DANCA INTEGRADO",2626
9,"EMPORIO BOTEGA BAR E REST EPP",2627
9,"TKWAY TUR VIAGENS E TURISMO",2628
9,"TOTALTEC  ASS TEC AUT E REPRESENTACOES",2629
9,"TRAVEL CORP VIAGENS E TURISMO",2630
9,"TRIP LINHAS AEREAS",2631
9,"YAMAR TURISMO",2633
9,"NOVACON CONSULTORIA E SISTEMAS",2634
9,"SANMINA-SCI DO BRASIL INTEGRATION",2635
9,"SEMP TOSHIBA",2636
9,"TAMBAU OPERADORA DE VIAGENS",2637
9,"AGENCIA TOURSTAR",2638
9,"BE HAPPY OPERADORA",2640
9,"TIM TRAVEL REPRESENTACOES COMERCIAIS",2641
9,"ARAGUASSU OLEOS VEGETAIS",2642
9,"ALFASOL",2643
9,"CARDENUTO E CARDOSO",2644
9,"LUAMAR",2645
9,"META MESQUITA",2653
9,"CAPRIOLI TURISMO LTDA",2676
9,"CRISTAL LATINO AMERICANA",2691
9,"DF TURISMO",2692
9,"DINAMICA AG DE VIAGENS",2693
9,"EASY RIDER",2694
9,"ENGENDRAR ENGENHEIROS",2695
9,"FUTURA AGENCIA",2696
9,"PRIMUS TURISMO E VIAGENS/HRA VIAGEM",2697
9,"SUN LINE TOURS",2698
9,"LITEQ",2699
9,"LUCIMAR DOS SANTOS",2700
9,"MAERSK SUPPLY",2701
9,"MANUTEST ENGENHARIA",2702
9,"MARITIMA SOLUCOES",2703
9,"MDR VIAGENS",2704
9,"MILLS ESTRUTURAS",2705
9,"MM VIAGENS",2706
9,"MPN EMPREENDIMENTO",2707
9,"NATAL TRAVEL",2708
9,"PORTO BRASIL",2709
9,"S & S REPAROS",2710
9,"TURISMO DIRETO",2711
9,"VISUAL TURISMO",2712
9,"VIDA VIAGENS",2713
9,"CLASSE A OPERADORA",2715
9,"TRIP 2 BELÉM",2731
9,"SURINAM AIRWAYS LTDA",2732
9,"FRETAX TAXI AEREO",2740
9,"AIR CARAIBES",2741
9,"HOME TOUR",2750
9,"MAIORCA",2753
9,"MGM OPERADORA",2754
9,"AMAZON STAR",2755
9,"MASTER",2756
9,"MASCARO TOUR AGÊNCIA DE VIAGENS E TURISMO LTDA",2757
9,"MOINHOS CRUZEIRO S.A",2759
9,"TRIP CORPORATE",2762
9,"ELEKTRO",2763
9,"PERSONALITE OPERADORA DE TURISMO",2783
9,"HOTELDO.COM",2813
9,"OPCAO TURISMO",2916
9,"TAM LINHAS AEREAS",2977
9,"CERPA CERVEJARIA S.A",2982
9,"TIVOLI TUR",3059
9,"SETE LINHAS AEREAS",3065
9,"ARG SERVIÇOS MARITIMOS",3207
9,"AVIPAM TURISMO/ KERRY DO BRASIL",3064
9,"COPASTUR VIAGENS E TURISMO / MATRIZ",3284
9,"PIQUIATUBA TAXI AEREO",3293
9,"RIOPEL COMERCIO",3302
9,"ELETRONORTE - PARA",3351
9,"TAM VIAGENS",3466
9,"CONFIDENCE CAMBIO E TURISMO",3472
9,"TOUR HOUSE TURISMO",3568
9,"ELETROBRAS ELETRONORTE",3620
9,"BBTUR VIAGENS - RIO DE JANEIRO",3635
9,"JET STREAM TURISMO LTDA / MATRIZ",3653
9,"ELETRONORTE - PVH",3696
9,"NET TOUR VIAGENS / MATRIZ",3698
9,"PEMA TAXI AEREO",3712
9,"ATLANTICA TURISMO",3718
9,"MAPPA TURISMO",3727
9,"AGENCIA STUDIO DE VIAGENS E TURISMO LTDA",3862
9,"GRUPO BRT",3887
9,"NOVITA TURISMO",3895
9,"KONTIK FRANSTUR - ERM",3896
9,"SKY TRAVEL",3937
9,"CONSTRUTORA ODEBRECHT",4053
9,"AZUL LINHAS AEREAS",4085
9,"BBTUR VIAGENS E TURISMO - CEPRO",4086
9,"CLASS TOUR PASSAGENS",4087
9,"DACIR ANTONIO ADDAD & CIA LTDA",4091
9,"FURNAS CENTRAIS ELETRICAS",4092
9,"HAPPY TOUR TURISMO",4094
9,"HOSTWAY VIAGENS LTDA",4095
9,"INTERCONTINENTAL VIAGENS",4099
9,"MASTER TURISMO LTDA",4103
9,"SALTUR VIAGENS E TURISMO",4111
9,"TAM LINHAS AEREAS S/A",4116
9,"MMTGAPNET",4118
9,"INTERTOUR OPERADORA",4122
9,"PLAY PRODUCOES",4167
9,"GOL LINHAS AEREAS S/A",4240
9,"ALUNORTE ALUMINA DO NORTE DO BRASIL",4402
9,"GETAWAY TURISMO LTDA - EPP",4403
9,"ISET CENTRO CULTURAL TURISMO LTDA",4404
9,"LASA ENGENHARIA E PROSPECCOES S/A",4405
9,"PRIMUS TURISMO E VIAGENS / MATRIZ",4407
9,"SETE TAXI AEREO LTDA",4408
9,"TOUR HOUSE RIO VIAGENS E TURISMO LTDA",4439
9,"WILSON SONS AGENCIA MARITIMA LTDA",4461
9,"ELETRONORTE - UH TUCURUI",4483
9,"AMERICAN EXPRESS DO BRASIL TUR/SP",4490
9,"BELVITUR VIAGENS LTDA / MATRIZ",4492
9,"CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A",4494
9,"MARINGA TURISMO / BAND",4507
9,"FEDERACAO DAS INDUSTRIAS DO ESTADO DE RO",4508
9,"KONTIK FRANSTUR",4513
9,"MAGICTOUR VIAGENS E TURISMO LTDA",4515
9,"ODEBRECHT REALIZAÇÕES IMOBILIARIAS S/A",4533
9,"REALI TAXI AEREO LTDA",4538
9,"TOUR HOUSE EVENTOS E INCENTIVOS",4547
9,"OCEANUS AGENCIA MARITIMA S.A",4666
9,"AMERICA TRAVEL VIAGENS E TURISMO LTDA",825
9,"UNITOUR TURISMO UNIVERSAL LTDA",4736
9,"TEG TURISMO E CAMBIO LTDA",4740
9,"MARINGA TURISMO / POSTO VIRTUAIS",4748
9,"PRIME TOUR AGENCIA DE VIAGENS E TURISMO",4749
9,"EUREXPRESS TRAVEL VIAGENS E TURISMO",4752
9,"BAHIA BELLA  OPERADORA",4759
9,"VILA REAL TURISMO",4761
9,"ROSA MASSOTI TURISMO E INTERCAMBIO",4766
9,"BBTUR VIAGENS E TURISMO",4768
9,"ROCHE",4777
9,"MARINGA TURISMO / CLARO",4802
9,"MARINGA - RIO DE JANEIRO",4990
9,"MARINGA TURISMO / AE",5061
9,"MARINGA TURISMO / ALPHAVILLE",5063
9,"MARINGA TURISMO / AS",5065
9,"MARINGA TURISMO / ASTRAZENECA",5067
9,"MARINGA TURISMO / AU",5069
9,"FOCO OPERADORA DE TURISMO E EVENTOS",5174
9,"VIAGGIARE TOUR OPERADORA",5177
9,"SOLID MACAE VIAGENS E TURISMO",5757
9,"MGM OPERADORA TURISTICA",5890
9,"SCHWARTZ E CIA LTDA",5940
9,"CENTAURO ESPORTE",6122
9,"AZEM TURISMO",6192
9,"COMPAR CIA PARAENSE DE REFRIGERANTES",6196
9,"VALEVERDE TURISMO",6218
9,"4 ESTACOES OPERADORA",6220
9,"PROCYON COMERCIO DE VEICULOS LTDA",6461
9,"AGM TURISMO",6614
9,"LIDER TAXI AEREO",6713
9,"TRAVELBR TURISMO LTDA",6739
9,"VIVO SAO PAULO",7073
9,"SAMTRONIC",7080
9,"CASABLANCA TURISMO NET",7141
9,"MARSANS CORPORATIVO",7244
9,"TURISE OPERADORA",7252
9,"MASTER OPERADORA",7302
9,"CETREL",2748
9,"LMP - JET",7401
9,"FLYTOUR - POSTO PHILIPS",7408
9,"WAGONS LITS TURISMO / HP",7414
9,"MARINGA TURISMO / MATRIZ",7434
9,"ARITUBA TURISMO",7484
9,"AEROTOP TAXI AEREO LTDA",7572
9,"POWER TRAVEL VIAGENS E TURISMO LTDA",7647
9,"KONTIK FRANSTUR - POSTO SIEMENS",7683
9,"MARFRIG ALIMENTOS - BLOQUEADO P/FATURAMENTO",7706
9,"ALATUR / PAO DE ACUCAR",8206
9,"NARA TURISMO LTDA",8214
9,"J.F DE OLIVEIRA NAVEGACAO LTDA",8640
9,"BOART LONGYEAR",1344
9,"METALOCK BRASIL LTDA",8718
9,"BRAZSHIPPING MARITIMA LTDA",9073
9,"TUGBRASIL APOIO PORTUARIO S/A",9122
9,"NBC AGENCIA MARITIMA",9318
9,"L`ALIANXA TRAVEL NET",9583
9,"LONDONTUR ORGANIZACAO DE TUR. E PASSAGENS",9636
9,"QUATRO ESTAÇÕES VIAGENS E TURISMO",9705
9,"MAKE TRAVEL / MATRIZ",9768
9,"BRAZSHIPPING MARITIMA LTDA",9942
9,"ALCANCE TRANSPORTES LTDA",9985
9,"BOOKING.COM",10228
9,"CASABLANCA TURISMO",10256
9,"EXAM CONTABIL",10588
9,"SCHOTTEL DO BRASIL",10946
9,"PUNTO VIAGENS E TURISMO LTDA/FLYTOUR",10998
9,"TRAVELAND VIAGENS E TURISMO LTDA",11021
9,"SIVIERO INFRAESTRUTURA E ELETRICA LTDA",11183
9,"MGM OPERADORA",11228
9,"SOCALTUR TURISMO LTDA",11231
9,"PUMA AIR LTDA",11269
9,"WEEK-END TURISMO",11367
9,"BREMENTUR TURISMO/FLN",11440
9,"INTERNACIONAL MARITIMA LTDA",11697
9,"TAM LINHAS AEREAS S/A",11700
9,"AMAZON AGENCY LTDA",11477
9,"A R TURISMO",12196
9,"MARINGA",12198
9,"MARINGA",12200
9,"MARINGA TURISMO / VOLKSWAGEN - JABA",12204
9,"MARINGA TURISMO",12206
9,"ELETRONORTE - MT",12260
9,"GOL LINHAS AEREAS S.A.",12446
9,"BBTUR VIAGENS / FILI",12614
9,"LEXTOUR VIAGENS",12737
9,"MULLER E RODRIGUES LTDA",12919
9,"TAMOYO INTERNATIONAL",12931
9,"BBTUR VIAGEM E TURISMO - FILIAL SAO PAULO",12947
9,"NASCIMENTO TURISMO",13031
9,"SHALOM TOUR OPERATOR",13033
9,"MOBI TRAVEL TOUR OPERATOR",13037
9,"CHAMATEC COMERCIO E SERVIÇO",13211
9,"AGNUS VIAGENS E TURISMO",13219
9,"AGRIVALE",13226
9,"AKC",13229
9,"AKAPU",13232
9,"ALL PRINT",13239
9,"ALBER",13243
9,"AFIFE",13244
9,"ALARM SHACK",13245
9,"FRT OPERADORA DE TURISMO LTDA",13630
9,"KONTIK FRANSTUR - SALVADOR/BA",13756
9,"KONTIK FRANSTUR - SAO PAULO/SP",13773
9,"METROWEB TELECOMUNICACOES LTDA",14110
9,"MARINGA TURISMO / 3M",14790
9,"RELIVER VIAGENS E TURISMO",14874
9,"ALLENGE REFRIGERAÇAO INDUSTRIAL",14892
9,"POSITIVO TURISMO",15050
9,"META TURISMO LTDA",15169
9,"MILESSIS TURISMO",15214
9,"TUCUNARE TURISMO",15582
9,"FACEPA FABRICA DE PAPEL DA AMAZONIA S/A",15863
9,"CEPEL - CENTRO DE PESQUISAS D EENERGIA ELETRICA",16123
9,"AIRES OPERADORA",16197
9,"AMERICA TRAVEL / AIR  PRODUCTS BR",16295
9,"TRAVEL & TOURS",16383
9,"MARCELO BEAUTY COSME",17053
9,"WISSEN OPERADORA",17116
9,"FLYTOUR / SERASA EXPERIAN",17399
9,"LIDER SIGNATURE",17421
9,"LA FONTE",17571
9,"BARSOTTI TURISMO",17582
9,"GSI - ENGENHARIA  E CONSULTORIA LTDA",17607
9,"GUEST TRAVEL SYSTEM",17771
9,"L&T TRAVEL - VIAGENS E TURISMO",17775
9,"LINK PREMIUM",17777
9,"MARKET E PUBLICIDADE",17778
9,"INTER VIAGENS E TURISMO LTDA ME",17786
9,"GRUPO TRANSHOTEL",17788
9,"HAPPY HOLIDAY TURISMO",17798
9,"LOGIC WAY",17800
9,"G1 ESPORTE",17804
9,"MC&A TURISMO LTDA",17806
9,"IGT TUR",17810
9,"MCD",17811
9,"GM TUR",17813
9,"JPS CONSULT",17815
9,"ITSEMAP DO BRASIL",17817
9,"GIUSTI & CIA",17818
9,"JR & ASSOCIADOS",17819
9,"QUICKLY TRAVEL / SONY",17830
9,"KONTAK VIAGENS E TUR",17840
9,"VOOTUR OPERADORA DE TURISMO",17907
9,"ELETRONORTE SÃO LUIS",17922
9,"ALPAX COMERCIO DE PROD.P LABORATORIOS LTDA",18154
9,"MAXXIMA TURISMO & PASSAGENS",18879
9,"LUNITUR VIAGENS E TURISMO",18898
9,"ELETRONORTE - AP",19064
9,"STABIA VIAGENS E TURISMO",19121
9,"ALATUR / PFIZER",19124
9,"MASTER TURISMO / CYRELA BRAZIL REAL",19148
9,"TREND OPERADORA PERMUTA",19529
9,"MARSANS - COSAN",19551
9,"AVIPAM TURISMO / ITAUSA / DURATEX",19553
9,"ALATUR / VIVO",19637
9,"GALAXIA VIAGENS E TURISMO LTDA",19638
9,"AMERICA TRAVEL / BTC PAULISTA",19645
9,"SHOPPING TOUR CAMBIO E TURISMO LTDA",19971
9,"FONTUR FONTE TURISMO LTDA",20095
9,"YAREN TURISMO LTDA.",20639
9,"CHARME TURISMO LTDA",20944
9,"ITS CORPORATE",20990
9,"MARINGA TURISMO / ELEKTRO",21338
9,"PROPAGTUR",22310
9,"QUALITYBRASIL OPERADORA DE TURISMO",22489
9,"BBTUR VIAGENS",22596
9,"AMERICA TRAVEL / IBM",22690
9,"TOURLINES OPERADORA",22836
9,"PETROBRAS TRANSPORTE S.A",23197
9,"PAKMATIC DO BRASIL",23609
9,"PROMOTUR",23611
9,"DEDINI AUTOMAÇAO DE PROCESSOS LTDA",23817
9,"TUNIBRA TRAVEL TURISMO LTDA /MATRIZ",23879
9,"PLATINUM VIAGENS E TURISMO / MATRIZ",24409
9,"LUNES TOUR VIAGENS E TURISMO LTDA",24506
9,"TEC HYDRO E VACUO IND E COM LTDA EPP",24676
9,"SINPOSPETRO",24812
9,"GIRANDO COMERCIO DE PEÇAS LTDA",25320
9,"PINAMAK COMAL DE MAQ E EQUIP. IND. LTDA",25336
9,"MT VIAGENS E TURISMO LTDA",25371
9,"SHT REPRESENTACOES VIAGENS E TURISMO LTDA",25750
9,"CWM TUR AGENCIA DE VIAGENS E TURISMO LTDA",25764
9,"ALFAINTER TURISMO LTDA",25798
